Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
2/19/20,K192973,densitas densityai,"Densitas, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192973.pdf,Data/FDA Summary Statements/2026-04-16_K192973.pdf
2/14/20,K193248,"Biograph Vision, Biograph mCT Family of PET/CTs","Siemens Medical Solutions USA, Inc",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193248.pdf,Data/FDA Summary Statements/2026-04-16_K193248.pdf
2/13/20,K192828,Aquilion ONE (TSX-306A/3) V10.0 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192828.pdf,Data/FDA Summary Statements/2026-04-16_K192828.pdf
2/12/20,K193178,Biograph Horizon,"Siemens Medical Solution USA, Inc.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193178.pdf,Data/FDA Summary Statements/2026-04-16_K193178.pdf
2/10/20,K192377,"Ethos Treatment Management, Ethos Treatment Planning, Ethos Radiotherapy System, Halcyon","Varian Medical Systems, Inc.",Radiology,IYE,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192377.pdf,Data/FDA Summary Statements/2026-04-16_K192377.pdf
2/7/20,DEN190040,Caption Guidance,"Bay Labs, Inc.",Radiology,QJU,https://www.accessdata.fda.gov/cdrh_docs/pdf19/DEN190040.pdf,Data/FDA Summary Statements/2026-04-16_DEN190040.pdf
1/24/20,K193109,MRCAT brain,Philips Medical Systems MR Finland,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193109.pdf,Data/FDA Summary Statements/2026-04-16_K193109.pdf
1/17/20,K192415,Study Watch with Irregular Pulse Monitor,Verily Life Sciences LLC,Cardiovascular,DXH,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192415.pdf,Data/FDA Summary Statements/2026-04-16_K192415.pdf
1/16/20,K192956,Auto Positioning,"GE Hangwei Medical Systems, Co., Ltd.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192956.pdf,Data/FDA Summary Statements/2026-04-16_K192956.pdf
1/15/20,K191125,ADAS 3D,Galgo Medical S.L,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191125.pdf,Data/FDA Summary Statements/2026-04-16_K191125.pdf
1/15/20,K192004,Eko Analysis Software,Eko Devices Inc,Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192004.pdf,Data/FDA Summary Statements/2026-04-16_K192004.pdf
1/2/20,K183089,Air Next,NuvoAir AB,Anesthesiology,BZG,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183089.pdf,Data/FDA Summary Statements/2026-04-16_K183089.pdf
12/20/19,K191647,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191647.pdf,Data/FDA Summary Statements/2026-04-16_K191647.pdf
12/20/19,K192383,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192383.pdf,Data/FDA Summary Statements/2026-04-16_K192383.pdf
12/17/19,K192763,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192763.pdf,Data/FDA Summary Statements/2026-04-16_K192763.pdf
12/13/19,K193170,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193170.pdf,Data/FDA Summary Statements/2026-04-16_K193170.pdf
12/13/19,K192531,QyScore Software,Qynapse,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192531.pdf,Data/FDA Summary Statements/2026-04-16_K192531.pdf
12/13/19,K192130,Icobrain,Icometrix NV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192130.pdf,Data/FDA Summary Statements/2026-04-16_K192130.pdf
12/11/19,K192571,NemoScan,Software Nemotec S.L.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192571.pdf,Data/FDA Summary Statements/2026-04-16_K192571.pdf
12/10/19,K192287,Transpara,Screenpoint Medical B.V.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192287.pdf,Data/FDA Summary Statements/2026-04-16_K192287.pdf
12/9/19,K192442,FFRangio,CathWorks Ltd,Cardiovascular,QEK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192442.pdf,Data/FDA Summary Statements/2026-04-16_K192442.pdf
12/7/19,K192279,PhantomMSK Trauma,OrthoGrid Systems Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192279.pdf,Data/FDA Summary Statements/2026-04-16_K192279.pdf
11/27/19,K192945,7D Surgical System Cranial Biopsy and Ventricular Catheter Placement Application,7D Surgical Inc.,Neurology,HAW,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192945.pdf,Data/FDA Summary Statements/2026-04-16_K192945.pdf
11/26/19,K192320,HealthCXR,"Zebra Medical Vision, Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192320.pdf,Data/FDA Summary Statements/2026-04-16_K192320.pdf
11/25/19,K190529,SOZO,ImpediMed Limited,Cardiovascular,QJB,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190529.pdf,Data/FDA Summary Statements/2026-04-16_K190529.pdf
11/19/19,K191278,RSI-MRI+,MultiModal Imaging Services Corporation (dba HealthLytix),Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191278.pdf,Data/FDA Summary Statements/2026-04-16_K191278.pdf
11/13/19,K191171,EchoGo Core,Ultromics Ltd,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191171.pdf,Data/FDA Summary Statements/2026-04-16_K191171.pdf
11/7/19,K191026,MEDIP PRO,"MEDICALIP Co., Ltd",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191026.pdf,Data/FDA Summary Statements/2026-04-16_K191026.pdf
11/5/19,K192109,KOALA,IB Lab GmbH,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192109.pdf,Data/FDA Summary Statements/2026-04-16_K192109.pdf
11/5/19,K190868,Cleerly Labs,Cleerly Inc,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190868.pdf,Data/FDA Summary Statements/2026-04-16_K190868.pdf
11/4/19,K190013,WellDoc BlueStar,"WellDoc, Inc.",General Hospital,MRZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190013.pdf,Data/FDA Summary Statements/2026-04-16_K190013.pdf
11/1/19,K190898,Sight OLO,Sight Diagnostics Ltd.,Hematology,GKZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190898.pdf,Data/FDA Summary Statements/2026-04-16_K190898.pdf
11/1/19,K190334,MIMOSA Imager,MIMOSA Diagnostics Inc,Cardiovascular,MUD,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190334.pdf,Data/FDA Summary Statements/2026-04-16_K190334.pdf
10/18/19,K183274,"RTHawk, HeartVista Cardiac Package","HeartVista, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183274.pdf,Data/FDA Summary Statements/2026-04-16_K183274.pdf
10/17/19,K192455,Merge PACS,Merge Healthcare Incorporated,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192455.pdf,Data/FDA Summary Statements/2026-04-16_K192455.pdf
10/16/19,K191493,Ventripoint Medical System Plus (VMS+) 3.0,"Ventripoint Diagnostics, Ltd.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191493.pdf,Data/FDA Summary Statements/2026-04-16_K191493.pdf
10/4/19,K191994,ProFound AI Software V2.1,iCAD Inc.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191994.pdf,Data/FDA Summary Statements/2026-04-16_K191994.pdf
10/4/19,K191713,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShield (ROI Assembly),"Omega Medical Imaging, LLC",Radiology,JAA,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191713.pdf,Data/FDA Summary Statements/2026-04-16_K191713.pdf
9/18/19,K192065,Syngo.Via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192065.pdf,Data/FDA Summary Statements/2026-04-16_K192065.pdf
9/16/19,K191688,SubtleMR,"Subtle Medical, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191688.pdf,Data/FDA Summary Statements/2026-04-16_K191688.pdf
9/13/19,K192304,SIS Software Version 3.6.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192304.pdf,Data/FDA Summary Statements/2026-04-16_K192304.pdf
9/11/19,K190815,BrainScope TBI,"BrainScope Company, Inc.",Neurology,PIW,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190815.pdf,Data/FDA Summary Statements/2026-04-16_K190815.pdf
9/11/19,K183370,PeraMobile and PeraWatch,"PeraHealth, Inc.",Cardiovascular,MWI,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183370.pdf,Data/FDA Summary Statements/2026-04-16_K183370.pdf
9/10/19,K183268,AI-Rad Companion (Cardiovascular),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183268.pdf,Data/FDA Summary Statements/2026-04-16_K183268.pdf
9/4/19,K191179,Myo Plus,Otto Bock Healthcare Products GmbH,Neurology,GXY,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191179.pdf,Data/FDA Summary Statements/2026-04-16_K191179.pdf
8/29/19,K183489,D2P,"3D Systems, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183489.pdf,Data/FDA Summary Statements/2026-04-16_K183489.pdf
8/29/19,K192107,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192107.pdf,Data/FDA Summary Statements/2026-04-16_K192107.pdf
8/23/19,K190593,"Zio XT ECG Monitoring System, Zio AT ECG Monitoring System","iRhythm Technologies, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190593.pdf,Data/FDA Summary Statements/2026-04-16_K190593.pdf
8/15/19,K190925,HeartFlow FFRct Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190925.pdf,Data/FDA Summary Statements/2026-04-16_K190925.pdf
8/15/19,K183282,Biovitals Analytics Engine,Biofourmis Singapore Pte. Ltd,Cardiovascular,PLB,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183282.pdf,Data/FDA Summary Statements/2026-04-16_K183282.pdf
8/12/19,K183182,Critical Care Suite,"GE Medical Systems, LLC.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183182.pdf,Data/FDA Summary Statements/2026-04-16_K183182.pdf
8/5/19,K191262,aBSI,EXINI Diagnostics AB,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191262.pdf,Data/FDA Summary Statements/2026-04-16_K191262.pdf
7/31/19,K191183,EyeBOX,"Oculogica, Inc.",Neurology,QEA,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191183.pdf,Data/FDA Summary Statements/2026-04-16_K191183.pdf
7/26/19,K182384,ACR  LAB Urine Analysis Test System,Healthy.io Ltd,Clinical Chemistry,JFY,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182384.pdf,Data/FDA Summary Statements/2026-04-16_K182384.pdf
7/26/19,K183271,AI-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183271.pdf,Data/FDA Summary Statements/2026-04-16_K183271.pdf
7/19/19,K182798,KIDScore D3,Vitrolife A/S,Obstetrics and Gynecology,PBH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182798.pdf,Data/FDA Summary Statements/2026-04-16_K182798.pdf
7/18/19,K191370,DreaMed Advisor Pro,DreaMed Diabetes Ltd,Clinical Chemistry,QCC,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191370.pdf,Data/FDA Summary Statements/2026-04-16_K191370.pdf
7/12/19,K191585,iNtuition-Structural Heart Module,TeraRecon Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191585.pdf,Data/FDA Summary Statements/2026-04-16_K191585.pdf
7/10/19,K182875,DeepCT,Deep01 Limited,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182875.pdf,Data/FDA Summary Statements/2026-04-16_K182875.pdf
7/10/19,K183322,physIQ Heart Rhythm and Respiratory Module,"physIQ, Inc",Cardiovascular,DPS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183322.pdf,Data/FDA Summary Statements/2026-04-16_K183322.pdf
7/8/19,K191384,RayCare 2.3,RaySearch Laboratories AB (publ),Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191384.pdf,Data/FDA Summary Statements/2026-04-16_K191384.pdf
7/5/19,K182901,Aquilion Precision (TSX-304A/1 and /2) V8.8 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182901.pdf,Data/FDA Summary Statements/2026-04-16_K182901.pdf
7/3/19,K190442,Koios DS for Breast,"Koios Medical, Inc.",Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190442.pdf,Data/FDA Summary Statements/2026-04-16_K190442.pdf
6/27/19,K190017,LiverMultiScan (LMSv3),Perspectum Diagnostics Ltd,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190017.pdf,Data/FDA Summary Statements/2026-04-16_K190017.pdf
6/25/19,K191194,CLARUS,"Carl Zeiss Meditec, Inc",Ophthalmic,QER,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191194.pdf,Data/FDA Summary Statements/2026-04-16_K191194.pdf
6/19/19,K190387,RayStation,RaySearch Laboratories AB (publ),Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190387.pdf,Data/FDA Summary Statements/2026-04-16_K190387.pdf
6/13/19,K183460,ClariCT.AI,ClariPI Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183460.pdf,Data/FDA Summary Statements/2026-04-16_K183460.pdf
6/13/19,K190424,HealthICH,Zebra Medical Vision Ltd.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190424.pdf,Data/FDA Summary Statements/2026-04-16_K190424.pdf
6/12/19,K183046,Aquilion ONE (TSX-305A/6) V8.9 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183046.pdf,Data/FDA Summary Statements/2026-04-16_K183046.pdf
5/31/19,K190896,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190896.pdf,Data/FDA Summary Statements/2026-04-16_K190896.pdf
5/24/19,K191083,COMPLETE CONTROL System Gen2,"Coapt, LLC",Neurology,GXY,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K191083.pdf,Data/FDA Summary Statements/2026-04-16_K191083.pdf
5/21/19,K183646,"Acumen Hypotension Prediction Index  EV1000 Clinical Platform, Acumen Hypotension Prediction Index  HemoSphere Advanced Monitoring Platform, Acumen Hypotension Prediction Index  HemoSphere Advanced Monitoring Platform - Pressure","Edwards Lifeciences, LLC",Cardiovascular,QAQ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183646.pdf,Data/FDA Summary Statements/2026-04-16_K183646.pdf
5/15/19,K183648,APAS Independence with Urine Analysis Module,Clever Culture Systems AG,Microbiology,PPU,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183648.pdf,Data/FDA Summary Statements/2026-04-16_K183648.pdf
5/13/19,K190764,SurgicalAR,"MEDIVIS, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190764.pdf,Data/FDA Summary Statements/2026-04-16_K190764.pdf
5/6/19,K190362,HealthPNX,Zebra Medical Vision  Ltd.,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190362.pdf,Data/FDA Summary Statements/2026-04-16_K190362.pdf
4/22/19,K182513,FluChip-8G Influenza A+B Assay,"InDevR, Inc.",Microbiology,OZE,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182513.pdf,Data/FDA Summary Statements/2026-04-16_K182513.pdf
4/18/19,K183593,Lung Vision System,Body Vision Medical Ltd.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183593.pdf,Data/FDA Summary Statements/2026-04-16_K183593.pdf
4/17/19,K181988,eMurmur ID,CSD Labs GmbH,Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181988.pdf,Data/FDA Summary Statements/2026-04-16_K181988.pdf
4/15/19,K190072,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K190072.pdf,Data/FDA Summary Statements/2026-04-16_K190072.pdf
4/12/19,K183202,Deep Learning Image Reconstruction,"GE Medical Systems, LLC.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183202.pdf,Data/FDA Summary Statements/2026-04-16_K183202.pdf
4/8/19,K183204,Bone VCAR (BVCAR),GE Medical Systems SCS,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183204.pdf,Data/FDA Summary Statements/2026-04-16_K183204.pdf
3/29/19,K181352,Loop System,"Spry Health, Inc.",Cardiovascular,DQA,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181352.pdf,Data/FDA Summary Statements/2026-04-16_K181352.pdf
3/19/19,K183019,SIS Software version 3.3.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183019.pdf,Data/FDA Summary Statements/2026-04-16_K183019.pdf
3/11/19,K181823,KardiaAI,"AliveCor, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181823.pdf,Data/FDA Summary Statements/2026-04-16_K181823.pdf
3/8/19,K183285,cmTriage,"CureMetrix, Inc",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183285.pdf,Data/FDA Summary Statements/2026-04-16_K183285.pdf
3/7/19,K182344,RhythmAnalytics,Biofourmis Singapore Pte. Ltd.,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182344.pdf,Data/FDA Summary Statements/2026-04-16_K182344.pdf
2/16/19,K183704,RX-1 Rhythm Express Remote Cardiac Monitoring System,VivaQuant Inc.,Cardiovascular,DXH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183704.pdf,Data/FDA Summary Statements/2026-04-16_K183704.pdf
2/4/19,K181916,d-Nav System,"Hygieia, Inc",Anesthesiology,NDC,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181916.pdf,Data/FDA Summary Statements/2026-04-16_K181916.pdf
2/1/19,K183272,AI Rad Companion (Engine),"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183272.pdf,Data/FDA Summary Statements/2026-04-16_K183272.pdf
1/18/19,K183231,SIGNA Premier,"GE Medical Systems, LLC",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183231.pdf,Data/FDA Summary Statements/2026-04-16_K183231.pdf
1/17/19,K182456,Study Watch,Verily Life Sciences LLC,Cardiovascular,DXH,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182456.pdf,Data/FDA Summary Statements/2026-04-16_K182456.pdf
1/9/19,K183133,MRCP+ v1.0,Perspectum Diagnostics Ltd,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183133.pdf,Data/FDA Summary Statements/2026-04-16_K183133.pdf
12/28/18,K180867,AmCAD-UO,AmCad BioMed Corporation,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180867.pdf,Data/FDA Summary Statements/2026-04-16_K180867.pdf
12/28/18,DEN170091,EyeBOX,"Oculogica, Inc.",Neurology,QEA,https://www.accessdata.fda.gov/cdrh_docs/pdf17/DEN170091.pdf,Data/FDA Summary Statements/2026-04-16_DEN170091.pdf
12/27/18,K182564,Quantib ND,Quantib BV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182564.pdf,Data/FDA Summary Statements/2026-04-16_K182564.pdf
12/27/18,K182130,iSchemaView RAPID,"iSchemaView, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182130.pdf,Data/FDA Summary Statements/2026-04-16_K182130.pdf
12/21/18,K183012,vascuCAP,Elucid Bioimaging Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K183012.pdf,Data/FDA Summary Statements/2026-04-16_K183012.pdf
12/20/18,K181861,Embrace,Empatica Srl,Neurology,POS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181861.pdf,Data/FDA Summary Statements/2026-04-16_K181861.pdf
12/19/18,K182149,FFRangio System,CathWorks Ltd,Cardiovascular,QEK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182149.pdf,Data/FDA Summary Statements/2026-04-16_K182149.pdf
12/14/18,K182419,Centricity Universal Viewer,GE Healthcare,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182419.pdf,Data/FDA Summary Statements/2026-04-16_K182419.pdf
12/14/18,K182790,Cardio-TriTest v6.5,Cardio-Phoenix Inc.,Cardiovascular,DPS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182790.pdf,Data/FDA Summary Statements/2026-04-16_K182790.pdf
12/6/18,K182035,FFRct,"HeartFlow, Inc",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182035.pdf,Data/FDA Summary Statements/2026-04-16_K182035.pdf
12/6/18,K173749,AMRA Profiler,AMRA Medical AB,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173749.pdf,Data/FDA Summary Statements/2026-04-16_K173749.pdf
12/6/18,K182373,PowerLook Tomo Detection V2 Software,iCAD Inc.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182373.pdf,Data/FDA Summary Statements/2026-04-16_K182373.pdf
11/30/18,K182336,SubtlePET,"Subtle Medical, Inc.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182336.pdf,Data/FDA Summary Statements/2026-04-16_K182336.pdf
11/30/18,K182218,FerriSmart Analysis System,Resonance Health Analysis Services Pty Ltd,Radiology,PCS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182218.pdf,Data/FDA Summary Statements/2026-04-16_K182218.pdf
11/29/18,K182181,Persyst 14 EEG Review and Analysis Software,Persyst Development Corporation,Neurology,OMB,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182181.pdf,Data/FDA Summary Statements/2026-04-16_K182181.pdf
11/21/18,K181704,Transpara,ScreenPoint Medical BV,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181704.pdf,Data/FDA Summary Statements/2026-04-16_K181704.pdf
11/20/18,K181247,Vitrea CT Brain Perfusion,"Vital Images, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181247.pdf,Data/FDA Summary Statements/2026-04-16_K181247.pdf
11/19/18,K180432,AI-ECG Platform,"Shenzhen Carewell Electronics., Ltd",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180432.pdf,Data/FDA Summary Statements/2026-04-16_K180432.pdf
11/16/18,K180343,"LensHooke X1 Pro Semen Quality Analyzer, LensHooke X1 Semen Quality Analyzer","Bonraybio Co., Ltd.",Hematology,POV,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180343.pdf,Data/FDA Summary Statements/2026-04-16_K180343.pdf
11/6/18,K181939,icobrain,icometrix NV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181939.pdf,Data/FDA Summary Statements/2026-04-16_K181939.pdf
11/5/18,K181288,Athelas One,Athelas Inc.,Hematology,GKZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181288.pdf,Data/FDA Summary Statements/2026-04-16_K181288.pdf
11/2/18,K182616,"NvisionVLE Imaging System, NvisionVLE Optical Probe, NvisionVLE Inflation System","NinePoint Medical, Inc.",Radiology,NQQ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182616.pdf,Data/FDA Summary Statements/2026-04-16_K182616.pdf
10/26/18,K182177,Accipiolx,MaxQ-Al Ltd.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182177.pdf,Data/FDA Summary Statements/2026-04-16_K182177.pdf
10/25/18,K181685,"Vivid E80, Vivid E90, Vivid E95","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181685.pdf,Data/FDA Summary Statements/2026-04-16_K181685.pdf
10/17/18,K182034,Arterys MICA,Arterys Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182034.pdf,Data/FDA Summary Statements/2026-04-16_K182034.pdf
10/9/18,K181892,Ziostation2,"Ziosoft, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181892.pdf,Data/FDA Summary Statements/2026-04-16_K181892.pdf
10/5/18,K182112,Sense System with IBT Electrodes,"Infinite Biomedical Technologies, LLC",Neurology,GXY,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182112.pdf,Data/FDA Summary Statements/2026-04-16_K182112.pdf
9/28/18,K173872,FibriCheck,Qompium nv,Cardiovascular,DXH,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K173872.pdf,Data/FDA Summary Statements/2026-04-16_K173872.pdf
9/28/18,K181771,RightEye Vision System,"RightEye, LLC",Neurology,GWN,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181771.pdf,Data/FDA Summary Statements/2026-04-16_K181771.pdf
9/21/18,K182310,Volpara Imaging Software,Volpara Health Technologies Limited,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K182310.pdf,Data/FDA Summary Statements/2026-04-16_K182310.pdf
8/29/18,K181502,"Zio AT ECG Monitoring System, ZEUS System","iRhythm Technologies, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181502.pdf,Data/FDA Summary Statements/2026-04-16_K181502.pdf
8/23/18,DEN170090,MATRx plus,Zephyr Sleep Technologies,Dental,QCJ,https://www.accessdata.fda.gov/cdrh_docs/pdf17/DEN170090.pdf,Data/FDA Summary Statements/2026-04-16_DEN170090.pdf
8/1/18,K180647,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf18/K180647.pdf,Data/FDA Summary Statements/2026-04-16_K180647.pdf
