level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
category,Private or public employed,,unrecognized,True,1,1,NCT03500172,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Progressive improvement in walking performance,,unrecognized,False,1,1,NCT05103280,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Prophylaxis Cohort,,structural_or_group,False,1,1,NCT03393975,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Propofol,,unrecognized,False,1,1,NCT03284307,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Q2W Regimen,,unrecognized,False,1,1,NCT02222922,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Q3W Regimen,,unrecognized,False,1,1,NCT02222922,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Quality assessment,,unrecognized,False,1,1,NCT01918072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Queer or another Identity,gender_diverse,mapped,True,1,1,NCT03396367,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Queer/Genderqueer,gender_diverse,mapped,True,1,1,NCT02701049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Queer/Non Binary/Other,gender_diverse,mapped,True,1,1,NCT04937504,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Queer/gay/lesbian/bisexual/pansexual/questioning,gender_diverse,mapped,True,1,1,NCT06425458,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Questioning/I don't know,gender_diverse,mapped,True,1,1,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Questioning/Unsure,unknown,mapped,True,1,1,NCT02701049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RCT phase,,unrecognized,False,1,1,NCT02685709,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RHB-104 from RHB-104,,unrecognized,False,1,1,NCT03009396,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RHB-104 from placebo,,unrecognized,False,1,1,NCT03009396,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rand to OLE (Female),female,mapped,True,1,1,NCT01163032,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rand to OLE (Male),male,mapped,True,1,1,NCT01163032,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Randomized Participants,,unrecognized,False,1,1,NCT03689530,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Randomized treatment phase (RTP),,unrecognized,False,1,1,NCT03528681,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ranen Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Rarely,,unrecognized,True,1,1,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Recent HIV test (within 6 months) :,,unrecognized,False,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Recipient gender,,unrecognized,False,1,1,NCT05462041,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rectal Chlamydia,,unrecognized,False,1,1,NCT01836445,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rectal Gonorrhea,,unrecognized,False,1,1,NCT01836445,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reference,,unrecognized,False,1,1,NCT02354482,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Refusal,unknown,mapped,True,1,1,NCT03500172,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Refuse to state,unknown,mapped,True,1,1,NCT04975191,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Refused,unknown,mapped,False,1,1,NCT05108649,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Refused to Answer,unknown,mapped,True,1,1,NCT04922320,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Refused to answer,unknown,mapped,True,1,1,NCT03569449,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Reported History of STI Diagnosis,,unrecognized,True,1,1,NCT02128217,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reported gender,,unrecognized,False,1,1,NCT03704142,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Reported gender=Female,female,mapped,True,1,1,NCT03299049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Reported gender=Male,male,mapped,True,1,1,NCT03299049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reru Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rescue therapy,,unrecognized,False,1,1,NCT02132195,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident Sex/Gender,,unrecognized,False,1,1,NCT03576495,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident participants,,unrecognized,False,1,1,NCT05255068,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident-Participants,,unrecognized,False,1,1,NCT04855357,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Result Totals,,unrecognized,True,1,1,NCT00863343,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rivaroxaban vs VKA (matched pop),,unrecognized,False,1,1,NCT02785354,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Run-in phase,,unrecognized,False,1,1,NCT02685709,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Russia, Krasnodar",,unrecognized,False,1,1,NCT02143128,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SAD-HS,,unrecognized,False,1,1,NCT04510090,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SB204,,unrecognized,False,1,1,NCT02242760,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 1 + 2 Instructors,,unrecognized,False,1,1,NCT04518358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 1 Adults with ASD,,unrecognized,False,1,1,NCT04518358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 2 Adults with ASD,,unrecognized,False,1,1,NCT04518358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SD-CP,,unrecognized,False,1,1,NCT04510090,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SD-UP,,unrecognized,False,1,1,NCT04510090,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS1,,unrecognized,False,1,1,NCT04173273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS3,,unrecognized,False,1,1,NCT04173273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS4,,unrecognized,False,1,1,NCT04173273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SSA,,unrecognized,False,1,1,NCT04173273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,STRAIGHT/HETEROSEXUAL,,sexual_orientation,True,1,1,NCT04804072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SWAT trial,,unrecognized,False,1,1,NCT04717258,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Safety Lead-In,,unrecognized,False,1,1,NCT03093870,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Safety cohort,,structural_or_group,False,1,1,NCT03344172,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Same Gender Loving,,unrecognized,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Second line,,unrecognized,False,1,1,NCT03193866,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sedative,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Seed Study,,unrecognized,False,1,1,NCT01806688,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Segment 1,,unrecognized,False,1,1,NCT01029704,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Segment 2,,unrecognized,False,1,1,NCT01029704,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Selection of Gender,,unrecognized,False,1,1,NCT02615171,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Self-Described,gender_diverse,mapped,True,1,1,NCT03713034,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-Identified Sexual/Gender Identity,,unrecognized,False,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-Identify,gender_diverse,mapped,True,1,1,NCT04692077,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-Reported Gender,,unrecognized,False,1,1,NCT00288353,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-describe,gender_diverse,mapped,True,1,1,NCT04798664,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Self-describe,gender_diverse,mapped,True,1,1,NCT04948268,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-described,gender_diverse,mapped,True,1,1,NCT04716010,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Self-employed (formal or informal),,unrecognized,True,1,1,NCT03500172,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-identified transgender women (TW),ambiguous,mapped,True,1,1,NCT03348163,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Self-identify,gender_diverse,mapped,True,1,1,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-identify or No answer,unknown,mapped,True,1,1,NCT03488927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-reported STI in the lifetime (any kind),,unrecognized,True,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-reported gender identity,,unrecognized,False,1,1,NCT03951766,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Semen contact/exchange,,unrecognized,False,1,1,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Service Provders: Male,male,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Service Providers: Female,female,mapped,True,1,1,NCT00612690,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (2 total/combined groups),,unrecognized,False,1,1,NCT02432846,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (4 arms/strata),,unrecognized,False,1,1,NCT02432846,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (NIH/OMB),,unrecognized,False,1,1,NCT05625061,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (Part 1),,unrecognized,False,1,1,NCT01200862,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (Part 2),,unrecognized,False,1,1,NCT01200862,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (female),female,mapped,True,1,1,NCT05194514,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex (male or female), n (%)",female,mapped,True,1,1,NCT06423352,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (male),male,mapped,True,1,1,NCT05194514,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex - Lead Safety Phase,,unrecognized,False,1,1,NCT01576016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex - MRI Safety Phase,,unrecognized,False,1,1,NCT01576016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex : Sex,,unrecognized,True,1,1,NCT02674659,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Assigned at Birth,,unrecognized,False,1,1,NCT06065176,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Data for Participants Enrolled in Study mRNA-1273-P203,,unrecognized,False,1,1,NCT04649151,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Data for Participants Enrolled in Study mRNA-1273-P204,,unrecognized,False,1,1,NCT04796896,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Not Collected,unknown,mapped,True,1,1,NCT02825043,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex and menopausal status,,unrecognized,False,1,1,NCT03147287,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned a birth,,unrecognized,False,1,1,NCT05899218,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned at birth Did not answer,unknown,mapped,True,1,1,NCT06069713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned at birth Female,female,mapped,True,1,1,NCT06069713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned at birth Male,male,mapped,True,1,1,NCT06069713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex assigned at birth, female",female,mapped,True,1,1,NCT06132425,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at Birth and Use of Gender-Affirming Hormones,,unrecognized,False,1,1,NCT04840199,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at Birth: Female,female,mapped,True,1,1,NCT05113966,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at birth=Female,female,mapped,True,1,1,NCT03299049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at birth=Male,male,mapped,True,1,1,NCT03299049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex female,female,mapped,True,1,1,NCT00866879,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex in All Subjects,,unrecognized,False,1,1,NCT03979313,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex in Primary Cohort,,structural_or_group,False,1,1,NCT03979313,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex male,male,mapped,True,1,1,NCT00866879,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex not analyzed,,unrecognized,False,1,1,NCT05337306,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex not measured,unknown,mapped,True,1,1,NCT03722264,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex not recorded,unknown,mapped,True,1,1,NCT02255214,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex not reported,unknown,mapped,True,1,1,NCT03407417,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Infants,,unrecognized,False,1,1,NCT01667549,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Mothers,,unrecognized,False,1,1,NCT01667549,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Particpants : Female,female,mapped,True,1,1,NCT02967991,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Particpants : Male,male,mapped,True,1,1,NCT02967991,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of adolescent members of dyads,,unrecognized,False,1,1,NCT05058664,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of caregiver enrolled,,unrecognized,False,1,1,NCT04576481,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of caregiver members of dyads,,unrecognized,False,1,1,NCT05058664,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of child enrolled,,unrecognized,False,1,1,NCT04576481,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of child-Female,female,mapped,True,1,1,NCT04042467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of child-Male,male,mapped,True,1,1,NCT04042467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of newborn,,unrecognized,False,1,1,NCT02148952,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of parent-Female,female,mapped,True,1,1,NCT04042467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of parent-Male,male,mapped,True,1,1,NCT04042467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of parent-Other,gender_diverse,mapped,True,1,1,NCT04042467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of participant,,unrecognized,False,1,1,NCT03758638,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of provider,,unrecognized,False,1,1,NCT03758638,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of referred child - female,female,mapped,True,1,1,NCT06195579,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of referred child - male,male,mapped,True,1,1,NCT06195579,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex with Male Partner with STI,male,mapped,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex,",,unrecognized,False,1,1,NCT03870997,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Period 1",,unrecognized,False,1,1,NCT01120028,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Period 2",,unrecognized,False,1,1,NCT01120028,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Unknown",unknown,mapped,True,1,1,NCT04660331,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, other",gender_diverse,mapped,True,1,1,NCT04103749,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/ Gender,,unrecognized,False,1,1,NCT03898557,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender (Count),,unrecognized,False,1,1,NCT06457802,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender (customized),,unrecognized,False,1,1,NCT04133831,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender : Female gender identity,female,mapped,True,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender : Male gender identity,male,mapped,True,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender : Male sex at birth,male,mapped,True,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender : Non-binary,gender_diverse,mapped,True,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender Baseline,,structural_or_group,False,1,1,NCT01154933,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender Female (ACTIVE ONLY),female,mapped,True,1,1,NCT05870345,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender Male (ACTIVE ONLY),male,mapped,True,1,1,NCT05870345,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender Not Collected,unknown,mapped,True,1,1,NCT00901199,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender Unknown,unknown,mapped,True,1,1,NCT03031431,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender data were not collected,unknown,mapped,True,1,1,NCT07243548,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender data were not collected.,unknown,mapped,True,1,1,NCT02360098,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender not analyzed,,unrecognized,False,1,1,NCT00792922,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender unspecified,unknown,mapped,True,1,1,NCT00973856,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender was not collected,unknown,mapped,True,1,1,NCT02130401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Prefer not to answer,unknown,mapped,True,1,1,NCT04000360,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex: Female,female,mapped,True,1,1,NCT02304757,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex: Female, Male (Age group 2 - 5.99 years)",female,mapped,True,1,1,NCT03763656,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex: Female, Male (Age group 6 - 17.99 years)",female,mapped,True,1,1,NCT03763656,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex: Female, Male (Age group 6 months - 1.99 years)",female,mapped,True,1,1,NCT03763656,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex: Female, Male (Overall)",female,mapped,True,1,1,NCT03763656,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex: Female, Male, Other",gender_diverse,mapped,True,1,1,NCT04707846,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex: Infants,,unrecognized,False,1,1,NCT02724774,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex: Mothers,,unrecognized,False,1,1,NCT02724774,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex:Female,female,mapped,True,1,1,NCT03202134,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex; Female, Male",female,mapped,True,1,1,NCT03252249,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual Activity and/or ED Status is Unknown,unknown,mapped,True,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual Function Score,,unrecognized,False,1,1,NCT03716739,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Sexual Minority,,unrecognized,True,1,1,NCT05107401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sexual Orientation Different than ""hetero""/""straight""",,sexual_orientation,False,1,1,NCT05781503,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sexual Violence Vict. ""COSTS""",,unrecognized,False,1,1,NCT03726437,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sexual Violence Vict. ""SOTS""",,unrecognized,False,1,1,NCT03726437,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual activity,,unrecognized,False,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Sexual activity (vaginal sex) ≥ 3 times per one month,,unrecognized,True,1,1,NCT03894813,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual encounter attempts,,unrecognized,False,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual interest,,unrecognized,False,1,1,NCT03624972,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Sexual minority,,unrecognized,True,1,1,NCT04251273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual or gender minority,gender_diverse,mapped,True,1,1,NCT04089137,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexually Active with ED,,unrecognized,True,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexually Active without ED,,unrecognized,True,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Sexually active,,unrecognized,True,1,1,NCT03624972,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,She/Her/Hers,,unrecognized,False,1,1,NCT03177148,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Siblings,,unrecognized,False,1,1,NCT02873715,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single Dose,,unrecognized,False,1,1,NCT03073213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single dose,,unrecognized,False,1,1,NCT03570918,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single eyes,,unrecognized,False,1,1,NCT04200651,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single gender identity,,structural_or_group,True,1,1,NCT05061966,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single-blind period,,unrecognized,False,1,1,NCT04424927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Skills,,unrecognized,False,1,1,NCT06487390,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Skin Cohort,,structural_or_group,False,1,1,NCT05192200,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sleep,,unrecognized,False,1,1,NCT03284307,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Something else,gender_diverse,mapped,True,2,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,South Africa,,unrecognized,False,1,1,NCT04924660,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spain,,unrecognized,False,1,1,NCT04924660,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spinal cord injury individuals,,unrecognized,False,1,1,NCT04083794,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spouse/Partner,,unrecognized,False,1,1,NCT04737759,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff,,unrecognized,False,1,1,NCT04350866,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff participants,,unrecognized,False,1,1,NCT05255068,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff-Participants,,unrecognized,False,1,1,NCT04855357,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff/coaches (for exploratory outcomes),,unrecognized,False,1,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 1 Randomization,,unrecognized,False,1,1,NCT02368002,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
